Age,Gender,Height (cm),Weight (kg),Goal,Diet Recommendation,BMI,BMI Category,Food Recommendation,Exercise Recommendation,Hydration Recommendation,Sleep Recommendation
26,Female,163,90,Weight Gain,Carb Boost,33.87406375851557,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
29,Male,177,71,Maintain Weight,Balanced,22.66270867247598,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,7-9 hours/night
59,Male,159,96,Weight Gain,High Protein,37.97318144060757,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.3 L/day,7-9 hours/night
19,Male,181,73,Weight Loss,High Fiber,22.28259210646805,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
40,Male,156,80,Maintain Weight,Balanced,32.87310979618672,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
59,Female,191,61,Weight Gain,Carb Boost,16.721032866423617,Underweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
40,Female,151,63,Weight Gain,Carb Boost,27.63036708916276,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
16,Male,159,71,Weight Loss,High Fiber,28.08433210711601,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.6 L/day,8-10 hours/night
33,Male,147,77,Maintain Weight,Balanced,35.63330093942339,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
15,Male,175,91,Weight Gain,High Protein,29.714285714285715,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.6 L/day,8-10 hours/night
62,Male,158,69,Weight Loss,High Fiber,27.639801313892,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",3.8 L/day,"7-9 hours/night, consistent schedule"
67,Female,186,59,Weight Loss,Low Carb,17.05399468146606,Underweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.4 L/day,7-8 hours/night
33,Male,189,81,Weight Gain,High Protein,22.67573696145125,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
47,Male,174,82,Weight Loss,High Fiber,27.08415906989034,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.2 L/day,"7-9 hours/night, consistent schedule"
39,Female,170,64,Maintain Weight,Balanced,22.145328719723185,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
25,Male,191,69,Maintain Weight,Balanced,18.91395520956114,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,7-9 hours/night
37,Male,172,72,Weight Gain,High Protein,24.337479718766904,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
27,Female,145,64,Maintain Weight,Balanced,30.43995243757432,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.0 L/day,7-9 hours/night
26,Male,183,73,Weight Gain,High Protein,21.798202394816204,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
19,Male,185,85,Weight Gain,High Protein,24.83564645726808,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
26,Male,182,70,Weight Gain,High Protein,21.132713440405748,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
49,Male,149,60,Weight Gain,High Protein,27.025809648214047,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.2 L/day,7-9 hours/night
27,Male,149,68,Weight Gain,High Protein,30.629250934642585,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
18,Female,185,78,Maintain Weight,Balanced,22.79035792549306,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.0 L/day,7-9 hours/night
22,Female,171,81,Weight Gain,Carb Boost,27.70083102493075,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.5 L/day,7-9 hours/night
37,Female,155,71,Maintain Weight,Balanced,29.55254942767949,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
43,Female,146,78,Weight Gain,Carb Boost,36.59223118784013,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.7 L/day,7-9 hours/night
39,Male,141,80,Weight Loss,High Fiber,40.239424576228565,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
21,Female,173,87,Weight Loss,Low Carb,29.06879615089044,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.5 L/day,"7-9 hours/night, consistent schedule"
40,Female,167,75,Weight Gain,Carb Boost,26.89232313815483,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
43,Female,174,89,Maintain Weight,Balanced,29.396221429515126,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
45,Female,173,92,Maintain Weight,Balanced,30.73941661933242,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.7 L/day,7-9 hours/night
28,Female,170,67,Weight Gain,Carb Boost,23.18339100346021,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
33,Female,175,57,Weight Loss,Low Carb,18.612244897959183,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
55,Female,171,65,Weight Gain,Carb Boost,22.229061933586404,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.7 L/day,7-9 hours/night
26,Female,180,66,Weight Loss,Low Carb,20.37037037037037,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",3.0 L/day,"7-9 hours/night, consistent schedule"
28,Male,158,55,Weight Loss,High Fiber,22.031725684986377,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
44,Male,175,72,Maintain Weight,Balanced,23.51020408163265,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
43,Female,151,76,Maintain Weight,Balanced,33.33187140914872,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.7 L/day,7-9 hours/night
15,Female,179,82,Maintain Weight,Balanced,25.592209980961893,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.5 L/day,8-10 hours/night
58,Female,195,67,Maintain Weight,Balanced,17.61998685075608,Underweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.4 L/day,7-9 hours/night
54,Male,174,72,Weight Loss,High Fiber,23.78121284185493,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
21,Male,187,71,Weight Loss,High Fiber,20.30369756069661,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
58,Female,148,77,Weight Gain,Carb Boost,35.15339663988313,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
45,Male,188,77,Weight Loss,High Fiber,21.785875961973744,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
55,Male,190,61,Maintain Weight,Balanced,16.897506925207757,Underweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
27,Female,164,62,Weight Gain,Carb Boost,23.051754907792983,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
66,Female,179,66,Maintain Weight,Balanced,20.598608033457133,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.4 L/day,7-8 hours/night
39,Female,177,87,Weight Gain,Carb Boost,27.769797950780426,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
22,Female,174,60,Maintain Weight,Balanced,19.817677368212443,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.0 L/day,7-9 hours/night
53,Female,164,75,Weight Loss,Low Carb,27.88518738845925,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.2 L/day,"7-9 hours/night, consistent schedule"
23,Male,153,86,Maintain Weight,Balanced,36.73800674954077,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.1 L/day,7-9 hours/night
63,Female,162,73,Maintain Weight,Balanced,27.815881725346745,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.9 L/day,7-9 hours/night
55,Female,170,55,Maintain Weight,Balanced,19.031141868512112,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
62,Male,154,72,Weight Gain,High Protein,30.35925113847192,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.3 L/day,7-9 hours/night
22,Male,189,72,Weight Loss,High Fiber,20.15621063240111,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
61,Male,158,78,Weight Loss,High Fiber,31.244992789617044,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.3 L/day,"7-9 hours/night, consistent schedule"
